TS,xs1,xs2,xs3,xs4
03/03/2022 06:08:27 PM,21.181323,61.574364,618.301831,92.20114
03/03/2022 06:08:28 PM,21.837631,62.28555,614.218542,93.207169
03/03/2022 06:08:29 PM,21.419882,62.374692,614.835328,91.535832
03/03/2022 06:08:30 PM,20.871312,60.696529,608.681447,91.73445
03/03/2022 06:08:31 PM,21.127903,62.193047,615.39462,93.193961
03/03/2022 06:08:32 PM,21.000509,60.967919,619.570275,97.050677
03/03/2022 06:08:33 PM,21.091507,61.517028,617.989449,92.64337
03/03/2022 06:08:34 PM,21.905215,67.109043,610.230199,93.435869
03/03/2022 06:08:35 PM,21.202311,60.931197,610.650835,92.38432
03/03/2022 06:08:36 PM,21.281654,61.357151,602.792412,91.305131
03/03/2022 06:08:37 PM,21.776446,61.619489,608.628707,90.705089
03/03/2022 06:08:38 PM,22.513628,61.219157,617.401963,93.396839
03/03/2022 06:08:39 PM,22.505989,68.704916,601.664185,93.301785
03/03/2022 06:08:40 PM,20.629317,62.509778,617.170227,90.685073
03/03/2022 06:08:41 PM,27.196185,61.666366,611.937103,90.848532
03/03/2022 06:08:42 PM,21.963933,61.379745,617.496123,93.341659
03/03/2022 06:08:43 PM,20.58437,61.874113,603.591754,92.231327
03/03/2022 06:08:44 PM,21.555531,61.643981,605.167927,91.993152
03/03/2022 06:08:45 PM,21.434395,62.320417,604.727642,92.13085
03/03/2022 06:08:46 PM,21.947957,61.103039,613.222122,93.298429
03/03/2022 06:08:47 PM,20.631,60.741817,611.129671,92.235301
03/03/2022 06:08:48 PM,21.951749,61.781878,606.515547,92.205733
03/03/2022 06:08:49 PM,21.255242,61.10436,608.733699,98.920241
03/03/2022 06:08:50 PM,20.675694,61.163318,610.002529,97.970316
03/03/2022 06:08:51 PM,20.767606,61.437213,618.708099,92.97903
03/03/2022 06:08:52 PM,21.511977,62.525148,610.177356,93.429234
03/03/2022 06:08:53 PM,21.578105,61.17409,609.130827,98.597019
03/03/2022 06:08:54 PM,21.780807,61.381043,606.99325,92.558819
03/03/2022 06:08:55 PM,20.801342,60.792509,609.147135,91.882338
03/03/2022 06:08:56 PM,21.506259,61.362417,606.680921,97.420556
03/03/2022 06:08:57 PM,22.026849,60.884817,607.47422,90.727473
03/03/2022 06:08:58 PM,20.914535,61.914119,611.140658,93.357024
03/03/2022 06:08:59 PM,21.41749,62.038806,612.88702,92.18555
03/03/2022 06:09:00 PM,21.003634,62.520703,617.789976,93.179225
03/03/2022 06:09:01 PM,22.409112,62.213203,613.659077,91.574264
03/03/2022 06:09:02 PM,22.331629,60.604074,616.20834,92.623625
03/03/2022 06:09:03 PM,20.949698,62.404654,614.746536,97.282367
03/03/2022 06:09:04 PM,21.220961,61.180059,604.013714,99.558129
03/03/2022 06:09:05 PM,21.37228,60.967223,618.440345,91.323537
03/03/2022 06:09:06 PM,21.127761,62.40245,612.307746,93.371821
03/03/2022 06:09:07 PM,21.375009,60.874189,616.309224,92.539462
03/03/2022 06:09:08 PM,21.34154,61.841438,669.993376,91.157696
03/03/2022 06:09:09 PM,21.968631,61.49363,617.678037,91.634651
03/03/2022 06:09:10 PM,21.195667,61.306912,611.912154,90.555578
03/03/2022 06:09:11 PM,22.549333,60.900405,617.586138,90.736086
03/03/2022 06:09:12 PM,21.885437,60.657232,602.442433,90.931188
03/03/2022 06:09:13 PM,22.44229,62.341223,652.784391,93.280636
03/03/2022 06:09:14 PM,20.941895,62.466441,617.995562,90.985496
03/03/2022 06:09:15 PM,20.831096,61.427217,603.96396,92.633067
03/03/2022 06:09:16 PM,20.578148,61.843143,602.857631,90.947486
03/03/2022 06:09:17 PM,22.310305,62.22941,602.272167,93.25916
03/03/2022 06:09:18 PM,20.552215,61.780765,609.712516,91.888876
03/03/2022 06:09:19 PM,22.042733,61.208152,619.964994,90.696444
03/03/2022 06:09:20 PM,21.108901,60.838774,619.478471,93.462302
03/03/2022 06:09:21 PM,22.195558,60.655446,673.385579,90.69262
03/03/2022 06:09:22 PM,22.051504,62.071544,603.129633,91.442278
03/03/2022 06:09:23 PM,21.629071,60.950143,617.238026,90.756979
03/03/2022 06:09:24 PM,21.796457,61.087139,616.406869,91.807376
03/03/2022 06:09:25 PM,21.234616,61.177997,615.165405,91.060112
03/03/2022 06:09:26 PM,22.03319,60.69946,604.606159,91.886116
03/03/2022 06:09:27 PM,21.250404,60.575904,614.878436,92.330492
03/03/2022 06:09:28 PM,22.110397,60.941576,607.95373,98.5779
03/03/2022 06:09:29 PM,21.918633,61.103056,664.91964,92.923559
03/03/2022 06:09:30 PM,21.185527,61.327056,607.742521,91.37964
03/03/2022 06:09:31 PM,22.29451,62.109324,664.510014,97.050794
03/03/2022 06:09:32 PM,21.716572,60.71993,612.024551,92.756371
03/03/2022 06:09:33 PM,21.279974,60.866727,610.231385,97.937276
03/03/2022 06:09:34 PM,20.805549,61.633309,606.833362,92.770319
03/03/2022 06:09:35 PM,22.01446,61.553034,600.746526,93.402836
03/03/2022 06:09:36 PM,22.12548,61.59886,612.317282,92.175395
03/03/2022 06:09:37 PM,21.30693,62.086273,605.920879,91.583075
03/03/2022 06:09:38 PM,21.441183,62.40612,620.313329,93.260129
03/03/2022 06:09:39 PM,21.43054,61.496002,620.303725,93.292847
03/03/2022 06:09:40 PM,21.003402,62.286389,613.93211,91.65682
03/03/2022 06:09:41 PM,20.7296,61.279876,614.5024,93.509988
03/03/2022 06:09:42 PM,22.059891,61.4401,617.539748,92.004231
03/03/2022 06:09:43 PM,22.508139,62.309119,609.56125,91.983162
03/03/2022 06:09:44 PM,21.577709,62.193362,604.091884,92.377337
03/03/2022 06:09:45 PM,21.515016,61.113633,610.626484,91.443013
03/03/2022 06:09:46 PM,21.678048,62.354502,620.354205,92.353489
03/03/2022 06:09:48 PM,21.124926,62.499428,604.733825,92.657129
03/03/2022 06:09:49 PM,22.255753,61.880392,615.043763,91.879598
03/03/2022 06:09:50 PM,21.775467,61.16456,613.483907,93.1181
03/03/2022 06:09:51 PM,21.646228,62.490129,605.111856,93.282542
03/03/2022 06:09:52 PM,21.490033,61.28437,615.20111,91.361499
03/03/2022 06:09:53 PM,21.024045,61.625931,668.43227,99.64102
03/03/2022 06:09:54 PM,20.963084,60.811372,605.310425,91.433361
03/03/2022 06:09:55 PM,22.036137,60.567255,603.54502,91.132109
03/03/2022 06:09:56 PM,20.945535,61.657027,611.822595,92.814295
03/03/2022 06:09:57 PM,21.207335,62.259965,608.221394,93.217277
03/03/2022 06:09:58 PM,22.369694,62.30042,609.170845,93.42856
03/03/2022 06:09:59 PM,21.591133,60.733627,607.245167,91.663828
03/03/2022 06:10:00 PM,22.407564,61.358311,606.597298,92.677698
03/03/2022 06:10:01 PM,22.335439,61.081837,613.672911,91.866849
03/03/2022 06:10:02 PM,21.366998,62.037919,602.055653,91.841343
03/03/2022 06:10:03 PM,21.319268,60.812005,608.621665,91.084877
03/03/2022 06:10:04 PM,22.195074,61.386761,601.021382,90.598583
03/03/2022 06:10:05 PM,21.505957,62.343388,606.867212,91.980653
03/03/2022 06:10:06 PM,20.817961,60.912577,615.114899,91.362575
03/03/2022 06:10:07 PM,22.102058,61.900707,606.433771,91.801221
03/03/2022 06:10:08 PM,21.054389,61.811541,619.266128,92.728851
03/03/2022 06:10:09 PM,21.308232,62.24054,619.459691,93.487011
03/03/2022 06:10:10 PM,22.207968,61.680661,613.25816,92.999864
03/03/2022 06:10:11 PM,21.365704,62.496568,618.346021,91.991035
03/03/2022 06:10:12 PM,21.086897,62.444658,619.829915,90.586618
03/03/2022 06:10:13 PM,22.015626,62.40005,603.621522,92.343834
03/03/2022 06:10:14 PM,20.775555,61.29124,613.027757,92.824095
03/03/2022 06:10:15 PM,21.732451,61.46102,616.247184,92.146919
03/03/2022 06:10:16 PM,20.589481,60.612122,612.562156,91.421039
03/03/2022 06:10:17 PM,22.525245,61.472733,604.522906,90.929732
03/03/2022 06:10:18 PM,22.516233,61.358527,603.5784,93.350122
03/03/2022 06:10:19 PM,20.958957,60.947978,607.249718,91.698953
03/03/2022 06:10:20 PM,20.791721,62.048743,601.997634,93.504355
03/03/2022 06:10:21 PM,21.954488,62.224389,606.156252,93.21215
03/03/2022 06:10:22 PM,20.677556,62.186088,608.93634,91.554145
03/03/2022 06:10:23 PM,21.569488,60.768029,618.249194,92.833234
03/03/2022 06:10:24 PM,21.495979,61.104704,617.029953,91.647177
03/03/2022 06:10:25 PM,21.051373,61.031221,666.438307,92.424866
03/03/2022 06:10:26 PM,20.989621,61.179164,603.141111,93.512687
03/03/2022 06:10:27 PM,21.132822,61.097434,613.127276,92.107954
03/03/2022 06:10:28 PM,21.176691,62.308366,607.170737,90.591982
03/03/2022 06:10:29 PM,20.967461,61.541666,616.190591,91.223082
03/03/2022 06:10:30 PM,21.333792,60.61033,611.746581,93.513885
03/03/2022 06:10:31 PM,20.75105,60.91508,614.471461,93.297195
03/03/2022 06:10:32 PM,22.010762,61.524125,605.573558,92.282106
03/03/2022 06:10:33 PM,20.67407,61.438994,608.665688,91.083873
03/03/2022 06:10:34 PM,20.719491,61.546152,601.738956,93.511201
03/03/2022 06:10:35 PM,22.354463,62.207719,614.480431,91.152409
03/03/2022 06:10:36 PM,21.930782,62.431507,603.026465,90.873251
03/03/2022 06:10:37 PM,21.99297,61.500065,617.410388,92.077145
03/03/2022 06:10:38 PM,21.272887,61.976208,672.658766,91.734168
03/03/2022 06:10:39 PM,21.037557,62.015093,611.764482,91.528221
03/03/2022 06:10:40 PM,21.926078,61.484836,611.789517,90.96815
03/03/2022 06:10:41 PM,22.087754,61.639582,609.665119,92.284389
03/03/2022 06:10:42 PM,21.84515,61.393941,613.129358,91.607841
03/03/2022 06:10:43 PM,22.192354,61.608767,612.637542,93.224004
03/03/2022 06:10:44 PM,21.867106,60.570854,619.8349,92.433752
03/03/2022 06:10:45 PM,20.647678,62.0224,601.95866,91.014493
03/03/2022 06:10:46 PM,21.701771,60.977267,609.693957,92.507507
03/03/2022 06:10:47 PM,20.711443,60.711078,604.007667,92.949318
03/03/2022 06:10:48 PM,22.404011,62.079143,602.519193,90.887208
03/03/2022 06:10:49 PM,20.646318,60.867875,609.822903,92.560771
03/03/2022 06:10:50 PM,21.523975,61.044283,611.94087,92.338285
03/03/2022 06:10:51 PM,21.046444,60.657326,608.813372,92.447664
03/03/2022 06:10:52 PM,21.782837,60.750147,612.53454,93.283508
03/03/2022 06:10:53 PM,21.237273,60.653596,609.314307,92.40625
03/03/2022 06:10:54 PM,21.726559,61.320602,609.720173,93.147764
03/03/2022 06:10:55 PM,21.295837,61.663887,609.250093,93.108517
03/03/2022 06:10:56 PM,20.87882,62.103603,610.806544,91.768155
03/03/2022 06:10:57 PM,21.023569,61.787702,608.247017,93.104784
03/03/2022 06:10:58 PM,21.547119,61.162837,617.794293,90.661918
03/03/2022 06:10:59 PM,21.472856,60.682094,619.899068,92.235364
03/03/2022 06:11:00 PM,21.471102,60.852998,615.92961,92.307091
03/03/2022 06:11:01 PM,22.282049,62.415321,609.818824,90.825685
03/03/2022 06:11:02 PM,20.576998,60.918896,606.075563,93.532409
03/03/2022 06:11:03 PM,21.949868,61.903245,605.953553,93.388987
03/03/2022 06:11:04 PM,20.91592,60.763933,606.14144,90.602465
03/03/2022 06:11:05 PM,21.595846,61.610213,609.319538,91.772118
03/03/2022 06:11:06 PM,21.560322,61.468065,608.200039,92.398527
03/03/2022 06:11:07 PM,21.970679,60.589785,604.737552,91.32105
03/03/2022 06:11:08 PM,21.493644,62.004341,613.972911,92.7366
03/03/2022 06:11:09 PM,21.129116,61.872616,619.394997,93.377881
03/03/2022 06:11:10 PM,21.083263,61.239067,612.997131,93.349995
03/03/2022 06:11:11 PM,21.46785,62.523695,609.833348,90.713445
03/03/2022 06:11:12 PM,22.367427,61.059389,605.247356,92.11568
03/03/2022 06:11:13 PM,22.382246,61.732692,615.359335,90.794283
03/03/2022 06:11:15 PM,21.789891,60.788962,603.750474,91.557959
03/03/2022 06:11:16 PM,21.843663,62.111137,617.084038,91.758356
03/03/2022 06:11:17 PM,21.004645,61.976133,619.35109,91.515219
03/03/2022 06:11:18 PM,22.442428,62.074289,617.204646,93.001954
03/03/2022 06:11:19 PM,21.128735,61.349,603.415779,91.368395
03/03/2022 06:11:20 PM,21.43828,60.882257,613.968801,91.909399
03/03/2022 06:11:21 PM,22.507296,62.226569,611.15828,91.151983
03/03/2022 06:11:22 PM,21.766058,61.291414,617.328784,92.292352
03/03/2022 06:11:23 PM,21.747766,61.017882,612.918534,91.899811
03/03/2022 06:11:24 PM,20.954358,61.604479,610.422652,91.261056
03/03/2022 06:11:25 PM,22.364946,61.923852,616.316204,91.986395
03/03/2022 06:11:26 PM,21.023257,60.700795,605.753671,91.282817
03/03/2022 06:11:27 PM,21.772259,61.698264,608.328005,92.166474
03/03/2022 06:11:28 PM,21.103158,62.029109,602.409994,92.547285
03/03/2022 06:11:29 PM,20.826522,61.971839,601.208353,90.713171
03/03/2022 06:11:30 PM,22.316174,62.176543,617.557751,93.213775
03/03/2022 06:11:31 PM,20.605159,61.836433,603.934984,92.634198
03/03/2022 06:11:32 PM,21.700488,62.131105,606.3862,92.77721
03/03/2022 06:11:33 PM,21.089706,62.006142,613.700906,91.169135
03/03/2022 06:11:34 PM,20.758846,61.143917,602.334928,93.104134
03/03/2022 06:11:35 PM,21.550201,61.67611,601.396261,90.662399
03/03/2022 06:11:36 PM,22.172787,60.632672,606.16636,91.961289
03/03/2022 06:11:37 PM,22.21438,62.425547,607.165009,92.719812
03/03/2022 06:11:38 PM,21.547212,60.809929,615.105645,93.206614
03/03/2022 06:11:39 PM,21.765447,61.390045,609.570697,92.642777
03/03/2022 06:11:40 PM,22.065109,61.743637,620.338839,91.442253
03/03/2022 06:11:41 PM,21.083763,62.432007,604.925235,91.686615
03/03/2022 06:11:42 PM,21.45004,62.426906,610.138483,90.787498
03/03/2022 06:11:43 PM,21.198146,61.385282,607.472274,91.600579
03/03/2022 06:11:44 PM,20.576652,60.618537,611.95126,91.629442
03/03/2022 06:11:45 PM,22.450103,60.668113,613.713406,92.380373
03/03/2022 06:11:46 PM,20.95146,60.69237,619.114916,90.709025
03/03/2022 06:11:47 PM,20.682634,60.565558,603.712175,91.216349
03/03/2022 06:11:48 PM,21.721457,61.482512,618.902129,92.109688
03/03/2022 06:11:49 PM,21.082798,61.03981,602.934898,93.030742
03/03/2022 06:11:50 PM,21.238714,62.247091,616.288255,91.592589
03/03/2022 06:11:51 PM,21.534047,61.435879,612.98714,93.037253
03/03/2022 06:11:52 PM,22.442333,60.611133,614.569672,90.747896
03/03/2022 06:11:53 PM,21.686267,61.441802,611.158372,92.830215
03/03/2022 06:11:54 PM,20.995185,60.576868,615.056799,92.716945
03/03/2022 06:11:55 PM,20.646068,60.662208,617.931347,93.545141
03/03/2022 06:11:56 PM,22.114616,61.220919,604.146228,92.134036
03/03/2022 06:11:57 PM,21.661332,61.454513,615.283848,92.914233
03/03/2022 06:11:58 PM,22.091939,62.260138,661.848967,90.823726
03/03/2022 06:11:59 PM,21.293835,60.707494,610.471889,91.353162
03/03/2022 06:12:00 PM,22.096185,61.70729,602.302363,90.740323
03/03/2022 06:12:01 PM,21.341645,62.409584,611.592617,92.239325
03/03/2022 06:12:02 PM,21.071841,61.01497,620.5335,92.302654
03/03/2022 06:12:03 PM,22.339435,62.330777,605.189845,93.308798
03/03/2022 06:12:04 PM,22.42096,61.045328,613.718047,92.101467
03/03/2022 06:12:05 PM,22.266288,60.790367,619.813213,91.090704
03/03/2022 06:12:06 PM,21.653634,61.340139,615.191019,92.464482
03/03/2022 06:12:07 PM,21.431588,61.741121,619.695321,91.69303
03/03/2022 06:12:08 PM,22.290889,60.740741,612.244784,91.076399
03/03/2022 06:12:09 PM,20.971228,61.152055,607.70941,91.392885
03/03/2022 06:12:10 PM,22.25202,61.037721,604.476426,93.084128
03/03/2022 06:12:11 PM,20.828094,61.279212,614.334929,92.597689
03/03/2022 06:12:12 PM,21.106098,62.049286,619.474316,90.96838
03/03/2022 06:12:13 PM,21.191937,61.162678,610.831873,91.940848
03/03/2022 06:12:14 PM,22.338549,62.530752,603.681763,91.165445
03/03/2022 06:12:15 PM,21.308532,61.109927,619.336063,91.290379
03/03/2022 06:12:16 PM,21.341811,61.158302,606.62296,93.275316
03/03/2022 06:12:17 PM,22.318027,60.848138,614.079637,90.951258
03/03/2022 06:12:18 PM,22.294527,60.63756,618.524862,93.42021
03/03/2022 06:12:19 PM,22.369175,60.690342,605.433973,91.612787
03/03/2022 06:12:20 PM,22.289461,62.149811,600.932221,92.734381
03/03/2022 06:12:21 PM,21.616837,61.077142,617.089327,91.164112
03/03/2022 06:12:22 PM,22.257439,61.636547,614.800772,90.965687
03/03/2022 06:12:23 PM,21.005907,61.197009,607.194475,91.915524
03/03/2022 06:12:24 PM,22.479503,62.224778,618.87715,92.465486
03/03/2022 06:12:25 PM,22.530581,60.704298,618.462593,92.326724
03/03/2022 06:12:26 PM,21.199772,62.114844,602.059103,93.228083
03/03/2022 06:12:27 PM,20.904669,61.314548,619.483886,93.155368
03/03/2022 06:12:28 PM,22.40192,61.957069,607.964779,93.372319
03/03/2022 06:12:29 PM,22.276838,62.099657,615.474191,93.498206
03/03/2022 06:12:30 PM,21.258073,60.803274,619.079731,91.930888
03/03/2022 06:12:31 PM,20.571595,62.362004,601.926384,90.711686
03/03/2022 06:12:32 PM,20.645045,62.471977,607.824739,91.360508
03/03/2022 06:12:33 PM,21.986575,62.13415,608.932468,91.749935
03/03/2022 06:12:34 PM,20.903856,62.074686,619.488046,91.758304
03/03/2022 06:12:35 PM,20.760064,62.16638,609.391263,92.39464
03/03/2022 06:12:36 PM,20.684937,61.754836,619.313085,91.019653
03/03/2022 06:12:37 PM,21.422876,60.760115,601.671083,92.173342
03/03/2022 06:12:38 PM,21.585307,61.620986,617.15792,91.769779
03/03/2022 06:12:39 PM,22.303767,62.187544,615.097982,91.5784
03/03/2022 06:12:40 PM,21.9566,60.790124,607.037958,93.017711
03/03/2022 06:12:41 PM,21.190316,61.108203,603.084312,93.490534
03/03/2022 06:12:42 PM,22.137088,60.587882,602.118838,92.355392
03/03/2022 06:12:43 PM,21.32006,61.074126,605.935754,90.935259
03/03/2022 06:12:44 PM,21.59407,61.447132,602.813375,90.777676
03/03/2022 06:12:45 PM,22.075479,62.332205,619.700568,93.334891
03/03/2022 06:12:46 PM,21.609116,62.480189,600.826816,91.075428
03/03/2022 06:12:47 PM,21.128365,61.720428,601.685171,91.218602
03/03/2022 06:12:48 PM,21.170793,60.601185,610.487925,93.186292
03/03/2022 06:12:49 PM,20.788861,61.087828,611.346288,92.380989
03/03/2022 06:12:50 PM,21.514435,60.668494,617.697125,91.032273
03/03/2022 06:12:51 PM,21.860067,61.801328,613.824048,91.84728
03/03/2022 06:12:52 PM,21.327785,61.55592,605.163113,93.158282
03/03/2022 06:12:53 PM,20.745287,62.024804,616.032557,92.601192
03/03/2022 06:12:54 PM,22.268864,61.937613,605.145984,92.423023
03/03/2022 06:12:56 PM,21.354859,61.15025,609.541635,90.976074
03/03/2022 06:12:57 PM,21.848311,61.98365,620.059311,92.253157
03/03/2022 06:12:58 PM,20.657435,61.266384,603.0777,93.143558
03/03/2022 06:12:59 PM,21.223808,61.062118,604.747841,93.363024
03/03/2022 06:13:00 PM,22.404908,62.22944,619.964125,91.156894
03/03/2022 06:13:01 PM,21.256791,61.506152,604.767767,91.967788
03/03/2022 06:13:02 PM,21.970109,60.710145,610.132378,91.589961
03/03/2022 06:13:03 PM,22.462612,60.97298,618.873581,92.209343
03/03/2022 06:13:04 PM,21.342814,61.775901,611.037312,91.647018
03/03/2022 06:13:05 PM,21.231094,61.56609,601.344986,91.916731
03/03/2022 06:13:06 PM,21.84191,61.195638,605.393656,91.040117
03/03/2022 06:13:07 PM,21.321107,61.777372,613.347265,91.501122
03/03/2022 06:13:08 PM,22.48004,61.939898,616.104333,91.082894
03/03/2022 06:13:09 PM,21.434692,61.336396,607.535175,90.62046
03/03/2022 06:13:10 PM,21.578252,60.771136,620.478952,92.132978
03/03/2022 06:13:11 PM,21.500172,61.363614,605.521222,91.837365
03/03/2022 06:13:12 PM,21.707472,60.737617,610.560807,91.652802
03/03/2022 06:13:13 PM,20.92591,60.576405,606.100546,91.409027
03/03/2022 06:13:14 PM,21.538242,62.337935,611.182506,92.514877
03/03/2022 06:13:15 PM,22.183886,61.519556,602.391172,92.55084
03/03/2022 06:13:16 PM,22.156983,62.379956,610.645725,93.522236
03/03/2022 06:13:17 PM,21.583117,61.763876,601.284469,90.584009
03/03/2022 06:13:18 PM,21.351586,62.426509,606.646406,93.404768
03/03/2022 06:13:19 PM,21.029033,60.856532,618.586898,92.723774
03/03/2022 06:13:20 PM,20.633344,62.518721,603.05898,91.628104
03/03/2022 06:13:21 PM,21.294488,62.463971,604.588388,91.227003
03/03/2022 06:13:22 PM,20.631966,60.883985,612.413283,90.755382
03/03/2022 06:13:23 PM,20.7636,61.069527,606.094444,93.506431
03/03/2022 06:13:24 PM,21.107948,61.106,620.18639,92.131568
03/03/2022 06:13:25 PM,21.09689,61.148862,613.400773,92.949886
03/03/2022 06:13:26 PM,20.949164,61.667298,610.704903,91.011861
03/03/2022 06:13:27 PM,20.609817,61.476881,601.537845,90.767349
03/03/2022 06:13:28 PM,22.149253,62.212677,606.613288,93.126541
03/03/2022 06:13:29 PM,21.944162,62.340185,601.399882,92.093638
03/03/2022 06:13:30 PM,22.079539,62.488932,606.911156,93.367092
03/03/2022 06:13:31 PM,20.596324,61.286668,619.43842,92.569529
03/03/2022 06:13:32 PM,21.445461,61.52652,610.189799,91.016659
03/03/2022 06:13:33 PM,22.390534,60.716288,611.968956,90.786103
03/03/2022 06:13:34 PM,21.508941,61.712641,616.82667,90.700373
03/03/2022 06:13:35 PM,21.441843,62.483805,608.86024,92.092807
03/03/2022 06:13:36 PM,21.472292,62.494616,609.913858,91.446977
03/03/2022 06:13:37 PM,22.267644,60.772448,614.845178,92.312164
03/03/2022 06:13:38 PM,21.880884,60.744211,619.621917,93.199008
03/03/2022 06:13:39 PM,20.999928,62.48969,615.336482,90.835436
03/03/2022 06:13:40 PM,22.362474,62.519323,609.05126,92.838653
03/03/2022 06:13:41 PM,20.712853,61.814987,617.611436,91.714661
03/03/2022 06:13:42 PM,21.404826,61.484669,603.519511,91.050707
03/03/2022 06:13:43 PM,21.091106,61.302549,609.213859,92.961106
03/03/2022 06:13:44 PM,22.321732,61.016575,607.662435,93.288252
03/03/2022 06:13:45 PM,22.366245,62.373471,618.101726,91.561833
03/03/2022 06:13:46 PM,20.60454,61.626532,602.748338,90.636124
03/03/2022 06:13:47 PM,20.646368,61.105261,612.511871,93.217639
03/03/2022 06:13:48 PM,22.251608,61.027675,610.53039,93.01307
03/03/2022 06:13:49 PM,22.101383,62.501196,607.818937,91.736765
03/03/2022 06:13:50 PM,21.024764,60.684454,604.900716,92.020241
03/03/2022 06:13:51 PM,20.550457,61.56274,616.907288,93.525566
03/03/2022 06:13:52 PM,21.34048,61.76848,612.166718,92.231018
03/03/2022 06:13:53 PM,21.209221,61.602079,610.496303,93.392687
03/03/2022 06:13:54 PM,20.641091,61.210396,602.726934,92.304684
03/03/2022 06:13:55 PM,21.486808,62.354393,609.529183,92.478356
03/03/2022 06:13:56 PM,21.504365,61.325946,608.271867,92.213889
03/03/2022 06:13:57 PM,21.791047,61.331294,616.062928,91.648083
03/03/2022 06:13:58 PM,22.103646,60.603808,600.805331,90.557888
03/03/2022 06:13:59 PM,20.884199,62.084056,613.45466,91.582245
03/03/2022 06:14:00 PM,22.106009,61.575846,603.117996,91.37556
03/03/2022 06:14:01 PM,22.143742,61.446902,619.002083,92.620748
03/03/2022 06:14:02 PM,21.892403,61.774261,601.331569,92.966994
03/03/2022 06:14:03 PM,20.559104,62.092821,610.068931,91.579683
03/03/2022 06:14:04 PM,21.663667,61.306264,619.544253,93.04888
03/03/2022 06:14:05 PM,22.02739,61.552156,603.997916,92.827994
03/03/2022 06:14:06 PM,22.069028,61.735396,609.307349,91.032201
03/03/2022 06:14:07 PM,21.770997,61.741785,606.380695,92.568581
03/03/2022 06:14:08 PM,20.89341,61.819732,601.212908,91.413827
03/03/2022 06:14:09 PM,20.653518,60.74339,617.766244,93.278721
03/03/2022 06:14:10 PM,21.968466,60.741624,611.805895,91.438583
03/03/2022 06:14:11 PM,20.919333,60.551322,611.848991,91.320582
03/03/2022 06:14:12 PM,22.358823,62.503174,613.11188,92.20194
03/03/2022 06:14:13 PM,21.397576,60.921659,609.365017,90.981315
03/03/2022 06:14:14 PM,20.813593,62.468216,610.317722,92.657963
03/03/2022 06:14:15 PM,21.118916,62.515641,608.02157,93.473973
03/03/2022 06:14:16 PM,20.938746,62.540122,604.731183,93.265484
